Unique_Namecodes,DeviceName
HONOR Band 5-7F9,Wearable (Fitness Tracker)
SURFACE11,Other
DP_2_1_TOGKX045083,Other
Hans Meyer,Other
GPSMAP 65s,Other
HUAWEI Band 4 Pro-F88,Wearable (Fitness Tracker)
E66+ 4CC0,Other
mario,Other
B210_73114449,Other
Redmi   jvc,Smartphone
SW5731CAI-S656,Other
HUAWEI Band 3 Pro-5B7,Wearable (Fitness Tracker)
LE-Bose rameez,Other
AlfaPadB57A0060FEFF,Other
RedMB,Other
Galaxy Watch (584F) LE,Wearable (Fitness Tracker)
Aleee,Other
LDL-1406935-92CDE214,Other
C+TSP 11342R-4047-BDB,Other
VW BT 2641,Car
Jabra Elite 45h,Other
S1d4e7f2fd5734f61C,Other
DP_2_1_TOGLY112745,Other
Galaxy Watch Active (8759) LE,Wearable (Fitness Tracker)
JUVE,Other
HUAWEI Band 2-e46,Wearable (Fitness Tracker)
FERRARI F1,Car
PUCCI,Other
BRC1H 632412,Other
MyRun 19000413,Other
Galaxy M20,Smartphone
Galaxy Watch Active (1204) LE,Wearable (Fitness Tracker)
lime-931303293182,Other
"TV Samsung Q85 - 65""",TV
SONY TV,TV
LG webOS TV UJ634Vg,TV
S8d49485135808f3dC,Other
Lotus S4,Other
agsm-01062,Other
VERONA,Other
RF01P191551247,Other
MM-CONIK WHITE,Other
X2 Pro AS,Other
LG webOS TV UJ675V,TV
B210_73096402,Other
Galaxy Watch (B502) LE,Wearable (Fitness Tracker)
Cassa dx,Bluetooth Speaker
Cassa sx,Bluetooth Speaker
P1 sx,Bluetooth Speaker
BRC1H 6BF1FD,Other
B210_73165187,Other
LE-Bose dott. Stefano Quei,Other
lime-931303277209,Other
HUAWEI NICO,Other
RF01P191560146,Other
RF01P191603132,Other
DP_2_0_TOVJT142860,Other
lime-931303289700,Other
Fuck yeah,Other
S4908555ffbb1d81aC,Other
G-27,Other
HUAWEI WATCH GT 2-1E7,Wearable (Fitness Tracker)
Gear S3 (7F5B) LE,Wearable (Fitness Tracker)
LDL-1406948-93B9E048,Other
antonio,Other
Bracel13-4604,Other
X6D,Other
Ale Varolo,Other
VS9-EU-KHA8133A,Other
ES5410ECB2AED8test,Other
LINK MV1139I00666,Other
LINK MV1139I01167,Other
S56595b3ead311a57C,Other
LE-Die Box vom Boss,Other
Skoda CRISTINA,Car
Skoda BT 2848,Car
huawei mate 20 Mauro ,Smartphone
TOBGT007079,Other
Sofiane ,Other
G212794,Other
TRKM265010193,Other
LE-Headset,Other
HUAWEI P10 lite rosy,Smartphone
Polar H7 2F944F25,Other
WHOOP 3A263097,Other
Mi tv,TV
TVStanza da letto,TV
MIScooter9306,Scooter
Patphone,Other
PC-IFS14,Desktop PC
PC-DENIS,Desktop PC
TIMvision 8939,TV
SEAT BT 6279,Car
Evoke D4 080309,Other
1841S023029040,Other
TIM_BOX 8235,Other
oppoax7,Smartphone
83973689,Other
CAD-BLE0339659,Other
LEXON TYKHO 3,Other
Prodigio_C544A77E1AA5,Other
DESKTOP-KDVA14A,Desktop PC
HUAWEI P9 lite matteo,Smartphone
DESKTOP-23PB0PK,Desktop PC
PC-FAMIGLIA,Desktop PC
SONY-VPCZ11X9E,Laptop
P5XS-00416,Other
0,Other
GL80 #250,Other
GL80 #132,Other
GL80 #177,Other
MB-625415D,Other
GL80 #176,Other
MacBook Air di Camilla,Laptop
MacBook Air di Diego,Laptop
MacBook Air di Michela,Laptop
MacBook Pro di Maddalena,Laptop
MacBook Pro di Federica,Laptop
MacBook Pro di Nicola,Laptop
Bracel13-3949,Other
LAPTOP-L8SKHAHT,Laptop
Redmi AirDots_L  LE,Other
Silvia s MacBook Air,Laptop
Keyde_D2019,Other
Golf,Car
VW BT 4016,Car
a8b2d0bc2543cf4f,Other
3757addbfa5a8dad,Other
Echo Show 5-KFC,Bluetooth Speaker
Evoke D6 111102,Other
Huawei Gogo,Smartphone
uno,Other
TV UE65JS9500,TV
Echo Spot-2HM,Bluetooth Speaker
DCS-8010LH-431E,Other
Scassandro,Other
SEL92b000414904,Other
GL80 #070,Other
LINK EC806JV,Other
Lucaâs MacBook Pro,Laptop
Alessiaâs MacBook Air,Laptop
Aldaâs MacBook Air,Laptop
IvanSpot,Other
LAPTOP-69T2KRNR,Laptop
LAPTOP-5QUHD16E,Laptop
Atomojvi s MacBook Air,Laptop
iPad di Mattia,Tablet
iPhone di chiara,Smartphone
BlueZ 5.37,Other
S6,Smartphone
Echo Spot-0HK,Bluetooth Speaker
VW BT 3984,Car
VW BT 3290,Car
VW BT 9103,Car
AUDI MMI 7708,Car
FS-5B8991,Other
FS-5B8991-A,Other
Beats StudioÂ³ di Nicola Men,Other
Lightning,Other
elia,Other
guardiola,Other
dome P9,Other
minty,Other
GL80 #016,Other
MacBook Air di Simone,Laptop
SPEN 01 (78F6) ZA,Other
meter+07305482,Other
MacBook Air di Matilda,Laptop
Dario pc,Desktop PC
LAPTOP-J4BB61EO,Laptop
MacBook Pro di Denise,Laptop
DESKTOP-N116E28,Desktop PC
MacBook Air di Thomas,Laptop
Veronicað,Other
DP_2_1_TOGJY030296,Other
VW BT 0611,Car
Alpha-y,Other
moretti,Other
BRIGHTMOON,Other
Beats SoloÂ³ Wireless,Other
Surface Pen,Other
mauro ioba,Other
Audi_MMI_9518,Car
MacBook Pro di Apple di Giorgi,Laptop
Nielle s Phone,Smartphone
22268478,Other
Redmi_di_LEO,Smartphone
Mouse di Gabriele Natale,Other
DESKTOP-UCENONJ,Desktop PC
MacBook Air di linda,Laptop
Filippo,Other
Mpow H7,Other
iPhone 8 di Eleonora,Smartphone
Polar Ignite 5D9B8323,Other
Mi A2,Smartphone
LAPTOP-KC1DFL0A,Laptop
Audi_MMI_6379,Car
Mi A1,Smartphone
SPEAK COLOR,Bluetooth Speaker
Soundcore Life Q20,Other
VW BT 9211,Car
GL80 #008,Other
GL80 #224,Other
ANNAMARIA-C,Other
Nicolaâs MacBook,Laptop
macâs MacBook Air,Laptop
MacBook Air di Miriam,Laptop
SEAT BT 4686,Car
MacBook Pro effe,Laptop
LAPTOP-TOL1PEKC,Laptop
DHZ-06820,Other
Audi MMI 8006,Car
ila,Other
Audi MMI 5398,Car
VW BT 5872,Car
B210_73083787,Other
81848138DC      ,Other
BRAVIA 4K GB ATV3 5484,TV
DESKTOP-TEKG8E9,Desktop PC
VW BT 6463,Car
TV Samsung Q70,TV
VW BT 1718,Car
TV TV Case Nove,TV
SD008,Other
oppo72,Smartphone
Wolkswagen Polo Lisa,Car
LAPTOP-SGAJNS17,Laptop
Renato Borghetti (Galaxy S5),Smartphone
Audi MMI 9400,Car
VW BT 8934,Car
mateRiugge,Smartphone
VW BT 8272,Car
VW BT 2293,Car
Skoda BT 5465,Car
VW BT 2850,Car
A1778FCCIDBCG-E3091,Smartphone
Fabioâs MacBook Pro,Laptop
Zolo Liberty+,Other
MacBook Air di Martina,Laptop
MacBook Pro di Giorgio,Laptop
H,Other
skipper 1586,Car
AUDI MMI 1350,Other
aretha,Other
Naomi95,Car
SEAT BT 9914FEDRIZZI,Other
ET4,Laptop
LAPTOP-PP4FE5LQ,Car
VW BT 8361,Laptop
Alessioâs MacBook Air,Laptop
LAPTOP-4FJKU8IA,Other
x2,Laptop
LAPTOP-STS3BKEF,Desktop PC
DESKTOP-61B67FK,Smartphone
iPhone di Checco,Laptop
MacBook Pro di Matteo (2),Car
VW BT 4187,Car
Audi MMI 8299,Car
BT_Opel,Laptop
LAPTOP-ONOS4BFM,Other
My Radio,Other
PORTATILE1,Other
TIM_BOX 6238,Laptop
LAPTOP-FMV5J056,Car
VW BT 3749,Car
VW BT 1339,Smartphone
Vernee,Bluetooth Speaker
Echo-22C,Other
Touch Two C5S,Other
JBL Endurance SPRINT,Smartphone
iPhone di Houssem,Other
ZATTARA-DELL,Car
VW BT 1297,Car
VW BT 0387,Other
LE-LucaDega,Car
VW BT 4856,Car
OPPO A31,Smartphone
DP_2_1_TOGKY205998,Other
Faba-Box,Other
Tullia Note 9,Smartphone
QHM-C132,Other
Galaxy S20 divide,Smartphone
S9f5b21da2c902de4C,Smartphone
Sala BT,Other
VW BT 7739,Car
LAPTOP-S2975ONJ,Laptop
Mila84,Other
KD-X272DBT      ,Other
LG Hans,Other
VS9266    ,Other
Echo Show 5-9XQ,Bluetooth Speaker
NB754,Other
Expert_F1C5B644DD46,Other
Giardino anteriore,Other
Echo Show 5-U6H,Bluetooth Speaker
KD-49X8005C,TV
G307077,Other
TIMvision 6794,TV
TVSamsung LED40 ms,TV
Ricky,Other
TIM_BOX 1551,Other
Mi True Wireless EBTrue Wire,Other
Clarion,Other
81771524,Other
B210_73100558,Other
iMac di client2 ,Desktop PC
BTLSDINO,Other
easysmart HR,Other
BRC1H D58ACD,Other
LAPTOP-GJB6QOVD,Laptop
TV Samsung Dade,TV
Jick P8 lite 2017,Smartphone
Audi MMI 3418,Car
TIM_BOX 2044,Other
LG CM2460DAB(96),Other
Q M3,Other
Triones-FFFF4000C1,Other
FRANCO-TOSH,Other
WTECHPLUS-04102,Other
BT_OPEL COMBO,Car
100F00PC0GRW7A,Other
Redmi Phone,Smartphone
testo 330 03100906,Other
LAPTOP-8VB4H61D,Laptop
DESKTOP-IUCMTGI,Desktop PC
BT,Other
Binko84,Other
DP_2_0_TOVJX029872,Other
AUDI MMI 2071,Car
hannan-pc,Desktop PC
1D002B001447373,Other
LAPTOP-ANDREA,Laptop
Evoke D2 EFEDBB,Other
si; sono io,Other
DP_2_0_TOVHT214858,Other
Skoda BT 8713,Car
VW BT 2224,Car
B210_73148340,Other
VW BT 3588,Car
VW BT 7949,Car
MB-700A02D,Other
OPPO F11,Smartphone
HUAWEI WATCH GT-F24,Wearable (Fitness Tracker)
PC-SELENE,Desktop PC
PC_ANDREA,Desktop PC
PIONEER NAVI CAR,Other
KD-49X8308,TV
5g_Test_Persone,Other
Galaxy Tab S6 Lite di Selene,Tablet
DESKTOP-OC1U77P,Desktop PC
Echo Dot-S9R,Bluetooth Speaker
Echo Show 5-GJ2,Bluetooth Speaker
Gear Sport (3562) LE,Wearable (Fitness Tracker)
SMA001d SN 2130012549 SN21300,Other
M06,Other
 Maddy,Other
Michele Mik,Smartphone
ASSIOMA36187L,Other
Nokia 108,Smartphone
CAD-BLE0214866,Wearable (Fitness Tracker)
J,Other
VW BT 2319,Other
Echo Show 5-SDT,Car
LG CM2460(DB),Smartphone
BP60A_BE_1400005115,Other
zumo #3906513091,Other
Peter A.,Smartphone
HRM-Dual631530,Other
orione_21469,Other
BRC1H BB51E4,Other
BRC1H BB4128,Smartphone
Echo Show 8-2AC,Smartphone
 NGM Facile Si,Other
S95ccbc7a649604caC,Desktop PC
82644425,Other
Galaxy Fit2 (ADA0),Other
TIM_BOX 0364,Other
BRAVIA 4K GB ATV3 3139,Car
21899730,Car
SumUp 037,Payment Device
e-Distri203200278098,Other
HRM-Dual391554,Desktop PC
HRM-Dual273843,Other
Bryton HR45446,Other
BLULOG-BTWF-HUB-00004355,Other
Sileno41N,Other
HONOR Band 5-E36,Other
20798540,Laptop
Polar Vantage M 6E52B22A,Laptop
1562BL0001254,Other
BT4580,Wearable (Fitness Tracker)
CR-23938,Other
EVB-P20031689,Other
Galaxy Watch Active2(2367) LE,Smartphone
DP_2_1_TOGKX393838,Laptop
Audi  Boss  3,Other
G257029,Other
VW BT 9958,Other
DP_2_0_TOVJX213373,Other
VW BT 1470,Other
DP_2_1_TOGKX061180,Other
Skoda BT 3144,Laptop
HUAWEI P30 Matteo,Other
Honor 9 Lite di Matteo,Wearable (Fitness Tracker)
LAPTOP-O2BSLART,Other
HONOR Band 5-B14,Other
LINK CZ682LN,Other
Redmi gabriele,Other
Redmi - Sergio Sperotto,TV
LAPTOP-CDSQ3160,Other
BT8617,Car
AUDI MMI 0086,Other
BT-CAR Kit ,Other
Galaxy Watch (1D60) LE,Car
Echo Spot-R97,Other
SMA001d SN 305012101 SN305012,Bluetooth Speaker
SMA001d SN 305005412 SN305005,TV
Huawei Elia,Other
Barbara,Smartphone
Redmi 5 plus,TV
HUAWEI Band 3 Pro-A2C,Smartphone
UA FP F9B4,Other
folletto,Other
Audi MMI 0251,Other
HUAWEI Y6 Jasmina,Other
Silvy,Smartphone
B210_73114296,Other
Telefono Mic,Other
TIM_BOX 4037,Other
UTENTE-B7FPD3J7,Other
sabrina,Other
ASUS_Z00AD55,Smartphone
HUAWEI WATCH FIT-C55,Wearable (Fitness Tracker)
DIegheto cell,Smartphone
ihoment_H6159_A915,Other
DESKTOP-QS9VDNI,Desktop PC
CASSA082,Other
K40S,Other
LG CK56  (82),Other
Skoda BT 2103,Car
VW BT 9744,Car
AR320190658870,Other
AS8020CL50157833,Other
IMAC-PC,Desktop PC
82382585,Other
906764156F2433A8E9,Other
Martin Router King,Other
24563968,Other
24004344,Other
NOTEBOOK,Laptop
MacBook Air di Elena ,Laptop
81240961,Other
HUAWEI Band 4 Pro-0AF,Wearable (Fitness Tracker)
B4E5532B251C33AEE9,Other
B4E5532D19E833AEE9,Other
Huawei Y5 2018 1,Smartphone
LAPTOP-03UONSQ5,Laptop
21010897,Other
82323949,Other
D3P(ID-2548),Other
21665139,Other
AS8020CL70566047,Other
21218812,Other
iMac di Pierluca,Desktop PC
B210_73156798,Other
Pterodattilo_,Other
Galaxy Watch Active (8075) LE,Wearable (Fitness Tracker)
B210_73189442,Other
B210_73189311,Other
C11(ID-8E92),Other
TIM_BOX 7612,Other
Apple TV 4K,TV
80577155,Other
VW NFZ BT 9878,Car
carlitos,Other
23643739,Other
VW BT 8955,Car
TomTom GO 6200,Other
Echo Show 8-1CA,Bluetooth Speaker
TV tv di sabro e zona,TV
B210_73188059,Other
NicolÃ² C.,Smartphone
KD-55X8509,TV
Honor 10 Lite Mic,Smartphone
B210_73112932,Other
61161898,Other
Triones-FFFFEF011BAF,Other
50J181204031,Other
HUAWEI P30 lite Isa,Smartphone
bt-car,Other
1888_592,Other
Solarbank by Solgaard,Other
SpartanSportWHRB 191210003105,Other
Vb1-AgI66g,Other
3 Fitness 194581003889,Wearable (Fitness Tracker)
Googlemini,Bluetooth Speaker
NOte s,Smartphone
Amazfit Stratos 3,Wearable (Fitness Tracker)
TIM_BOX 3347,Other
VW BT 4982,Car
TIM_BOX 2095,Other
EmilioNote5,Smartphone
VW BT 6649,Car
Audi MMI 5220,Car
TIM_BOX 0666,Other
KDC-BT4       ,Other
Voyager_1202_SN2V19441437,Other
Voyager_1202_SN2V18210839,Other
Voyager_CCB00_SN5555555555,Other
Voyager_1202_SN2V18173803,Other
Voyager_CCB00_SN2T17030010,Other
ARG4004069,Other
ARG4004417,Other
BRC1H E6B5AF,Other
AUDI MMI 9276,Car
la tv,TV
Redmi salvo,Smartphone
RNBT-9F4E,Other
Honor View 10 Lite ezio,Smartphone
LE-AMORE MIO,Other
PC-SIMONEDF,Desktop PC
1835S022005998,Other
BS1222,Other
METABLUE,Other
Echo Show 5-PGB,Smart Display
Dodge,Car
LAND ROVER,Car
Ú©ÛÚ©Ø´Ø§Úº,Other
VW BT 7182,Car
ARG1005367,Other
BeyondTV2,Other
LG webOS TV OLED65GX6LA,TV
LAPTOP-P626N4I8,Laptop
Galaxy Fit2 (B097),Wearable (Fitness Tracker)
65PUS735412,TV
KD-65XG9505,TV
UnionTV,TV
VW BT 9877,Car
21205935,Other
81615017,Other
BT9571,Other
WE-BT01780,Other
SEAT BT 4401,Car
900-LT-003,Other
900-LT-004,Other
VW BT 1107,Car
BRC1H 7414C8,Other
BRC1H 743624,Other
Skoda FABIA,Car
BT_dzl #3323029486,Other
TIMvision 1910,Other
Echo Dot-UDS,Bluetooth Speaker
HUAWEI Mate 20 lite Clara ,Smartphone
Marco p,Smartphone
MacBook Pro Ale,Laptop
LG CM1560(1C),Other
honor Watch-B17,Wearable (Fitness Tracker)
LAPTOP-KAI2SI38,Laptop
G301148,Other
Polar Ignite 609D2E24,Other
XXRBJ151702433,Other
C11_Pro,Other
Mega Motion,Other
Galaxy S10+,Smartphone
MIScooter7758,Scooter
HC93-077,Other
CELLULARLINE BLINK,Other
Audi MMI 4066,Car
IPXXJ141000182,Other
Gear Fit2 (F674),Wearable (Fitness Tracker)
DESKTOP-7JQ03CP,Other
DexcomYC,Other
HONOR Band 5-767,Wearable (Fitness Tracker)
45,Other
DP_2_0_TOVJT127075,Other
Golf GTD,Car
LDL-1406948-92CDE0AC,Other
TNT_BW  ,Other
mb_sPs2DVH3,Other
WSBC601047240P,Other
mb_oxzQhTPV,Other
mb_AHzX9Vnr,Other
mb_trebecT2,Other
BlueUp-04-019595,Other
BlueUp-01-017985,Other
HUAWEI Band 3 Pro-07E,Wearable (Fitness Tracker)
DigitalDNA Key 155558,Other
1850S022034971,Other
PM5 430602991 Row,Other
Silvia Peg,Other
Robert,Other
TrilloPadAD520120FEFF,Other
N&W BlueRed Pb786a0,Other
MB-5271D65,Other
arpin befari,Other
MIScooter0485,Scooter
NBScooter0255,Scooter
MIScooter8600,Scooter
HONOR Band 5-4DF,Wearable (Fitness Tracker)
BlueUp-02-018995,Other
SumUp 421,Payment Device
LCOG-92002109A01,Other
vigilio,Other
P8a,Other
DP_2_0_TOVJX318565,Other
DCS-8000LH-7ED1,Other
barcode scanner,Other
Galaxy Watch Active2(0044) LE,Wearable (Fitness Tracker)
NBScooter2238,Scooter
HUAWEI WATCH GT-E4D,Wearable (Fitness Tracker)
HUAWEI Band 2-87b,Wearable (Fitness Tracker)
OPPO Reno Z ram8,Smartphone
HUAWEI WATCH FIT-0E2,Wearable (Fitness Tracker)
Fulvio Tomasi (Galaxy ,Smartphone
DP_2_0_TOVHX146797,Other
Redmi note 4a,Smartphone
HUAWEI Band 4-468,Wearable (Fitness Tracker)
HONOR Band 5-56E,Wearable (Fitness Tracker)
MyMiTrack76D70120FEFF,Other
MIScooter7362,Scooter
NBScooter2291,Scooter
Sd22e52b681d5e7aaC,Other
HC93-302,Other
B210_73088049,Other
DP_2_0_TOVJT058784,Other
RedDg,Other
LAPTOP-L0JAOPCQ,Laptop
XMCTD_,Other
Audi_MMI_0819,Car
LE-reserved_d,Other
Y60o,Other
Amazfit-2DEF,Wearable (Fitness Tracker)
HUAWEI WATCH GT-7B0,Wearable (Fitness Tracker)
NBScooter0917,Scooter
DESKTOP-OEOFHI5,Desktop PC
TKAGT004264,Other
MIScooter5728,Scooter
MIScooter1351,Scooter
VS 5080 BT,Other
Al s,Other
HUAWEI SERE ,Other
MIScooter6181,Scooter
B6B7Pro-6BCF,Other
IPXXJ140301068,Other
MB-625367A,Other
gaetano-Lenovo-B50-80,Laptop
S9f01dc50054bb248C,Other
BRAVIA 4K... (702)3,TV
e-Distri238200193015,Other
B210_73035042,Other
DESKTOP-NI7JL7T,Desktop PC
TIM_BOX 9623,Other
B210_73088640,Other
DP_2_0_TOVJX367921,Other
PR BT 57D7,Other
ANTONIOMASCARO,Other
Claudio Capasso miui,Smartphone
Test antenna 5G persone,Other
81247366,Other
DESKTOP-TB2NS9G,Desktop PC
BT0026,Other
XXXXJ175100337,Other
Go 4C,Other
VW BT 1071,Car
OPPO 1206,Smartphone
Audi MMI 3767,Car
Kira. ,Smartphone
Huawei Paris,Smartphone
Audi MMI 2596,Car
Audi MMI 1721,Car
TV deio s qled,TV
OEM-171XAWI5NTN,Other
82402032,Other
Fabia,Car
DCS-8525LH-E55C,Other
21683622,Other
Skoda BT 2468,Car
Ambit3 1748102210,Wearable (Fitness Tracker)
iPhone di Mia,Smartphone
LAPTOP-UIOG6VTU,Laptop
Galaxy Watch Active2(C111) LE,Wearable (Fitness Tracker)
ALEX HUAWEI P10 lite ,Smartphone
cheap mouse,Other
Echo Dot-58X,Bluetooth Speaker
UA FP C0A9,Other
HUAWEI Band 2-088,Wearable (Fitness Tracker)
HONOR Band 5-375,Wearable (Fitness Tracker)
Gear Fit2 Pro (D0E5),Wearable (Fitness Tracker)
DP_2_0_TOVJX097310,Other
Somfy Outdoor 0076B1070923,Other
LG CM2460(94),Bluetooth Speaker
20189142,Other
Polar H6 AF242919,Wearable (Fitness Tracker)
OnBeat aWak,Bluetooth Speaker
Polar CAD 676E262B,Wearable (Fitness Tracker)
20212629,Other
Thiam sidy,Other
Echo Dot-EXC,Bluetooth Speaker
Recoaro Regna,Other
Luca ,Other
vince,Other
DP_2_1_TOGKY145655,Other
iPhone di Kevin,Smartphone
22204260,Other
82176190,Other
846B2174BE4833A8E9,Other
Sfd48d518ebb952e2C,Other
Vissa,Other
TV cousin,TV
HUAWEI di Eli,Smartphone
Gaetano,Other
Redmi11,Smartphone
Syed Zohaibâs iPhone,Smartphone
MacBook Air di Marco,Laptop
DESKTOP-NMCICBC,Desktop PC
DESKTOP-IOJVGGM,Desktop PC
AUKEY EP-B40S,Other
SumUp 627,Payment Device
LAPTOP-8O8LGECM,Laptop
HUAWEI P10 ,Smartphone
Polar H10 75A5B327,Wearable (Fitness Tracker)
BT-T9,Other
HUAWEI Band 2-b1c,Wearable (Fitness Tracker)
Marco lg ,Other
B3BA2002001231,Other
Deb,Other
WQ_CCA050B88B11,Other
DESKTOP-NRCBU3G,Desktop PC
pietro-laptop,Laptop
TAOTRONICS SoundLiberty 95 L,Other
DAVIDEHAUNCOMPU,Other
Redmi Cristina,Smartphone
My Volvo Car,Car
EC TWS,Other
LE-Bose nic,Other
LE-Bose Matteo M.E.,Bluetooth Speaker
LAPTOP-7C4TRE99,Laptop
UMI W5S Earphones,Wearable (Fitness Tracker)
youssouf,Other
B3BA1951002378,Other
Bracel13-3614,Wearable (Fitness Tracker)
TV UE60J6202,TV
skipper 1823,Other
timamma,Other
DP_2_1_TOGLX074732,Other
PC-1,Desktop PC
Gear Sport (D244) LE,Wearable (Fitness Tracker)
846B2173DE5033A8E9,Other
LG SH4D(16),Bluetooth Speaker
grigio (416),Other
GOSTOSObc4cc67e4d7aea4922,Other
DP_2_1_TOGKY146630,Other
MICHELE_MOBILE,Other
ARG4006109,Other
ARG1006171,Other
YamahaAV,Other
Audi MMI 6580,Other
DP_2_1_TOGLX001737,Other
WE-BT01610,Other
DP_2_0_TOVHT195761,Other
Jabra Elite 65e,Wearable (Fitness Tracker)
WE-BT01659,Other
MB Bluetooth 12113,Other
_BH25KSC,Other
MALOX,Other
Katia Note5,Smartphone
DP_2_0_TOVHX275203,Other
mb_+na89dLg,Other
mb_UCnC2D3n,Other
mb_QzezztLS,Other
mb_VBP0dkXW,Other
mb_QZkrMRG,Other
mb_9Aoh0InX,Other
mb_c40nSLfM,Other
CR-34369,Other
Sdc975ebc832384c5C,Other
HUAWEI P smaru,Smartphone
smarfon2,Smartphone
BRC1H F1CC4E,Other
Polk MagniFi Mini-9541,Bluetooth Speaker
MIBOX4 7604,Other
DEH-S4000BT  ,Other
alex,Other
Golf 7 di Maurone!;),Car
HUAWEI Mate 20 litet  ,Smartphone
SEAT BT 0134,Car
INGRESSO1,Other
LG CM2460(DF),Bluetooth Speaker
DP_2_0_TOVHT078696,Other
TIMvision 9826,Other
Teo,Other
S9c9cff0a587249c4C,Other
Expert&Milk_DE2795726EEF,Other
MVH-S410BT   ,Other
LINK MV1359I01008,Other
OPPO A9 2020 di MarcoF,Smartphone
Skoda BT 0854,Car
e-Distri152200722038,Other
LG LA MIA,Other
e-Distri153200066118,Other
e-Distri231200130055,Other
846B210E649630AEE9,Other
Echo Dot-0M0,Bluetooth Speaker
Aliud est celare; aliud tacere,Other
DP_2_1_TOGKX391567,Other
VW BT 4676,Car
Cucina 2,Other
LAPTOP-HA9HF2N4,Laptop
ihoment_H6181_150B,Other
B210_73153635,Other
HUAWEI Band 2-861,Wearable (Fitness Tracker)
1842S022026064,Other
82644887,Other
ARG1006084,Other
HUAWEI Band 4-5A2,Wearable (Fitness Tracker)
TV matteo TV,TV
Soundcore Liberty 2 Pro,Wearable (Fitness Tracker)
DESKTOP-3D2V3MC,Desktop PC
MIScooter0813,Scooter
redmii,Smartphone
XXRBJ152900021,Other
iPhone (ÐÑÐµÐ½Ð¸Ñ,Smartphone
82808636,Other
VW BT 5491,Car
HONOR Band 5-6B8,Wearable (Fitness Tracker)
LAPTOP-A33I4BTJ,Laptop
Neno Crepaz,Other
DESKTOP-B8TT2FM,Desktop PC
i see youuu,Other
LHB-579A5D30,Other
LHB-FF91D864,Other
VW BT 5885,Car
KW37Pro,Other
N&W BlueRed Xb78ea1,Other
N&W BlueRed Xb9dbfb,Other
Suunto 5 203010001508,Wearable (Fitness Tracker)
G26-C469,Other
DCS-8300LH-91E5,Other
1838S022020343,Other
Deborah,Other
AUDI MMI 1124,Car
VW Golf Fla,Car
Echo Show 8-23H,Other
B210_73109494,Other
82446419,Other
iMac di Gianni,Desktop PC
Echo-7JQ,Bluetooth Speaker
COOSPO H6 0030379,Wearable (Fitness Tracker)
LAPTOP-D6IT6C0B,Laptop
DP_2_1_TOGJX022544,Other
Ferna,Other
LG HTS(14DF),Bluetooth Speaker
skipper 7847,Other
Skoda BT 6925,Car
Gisella,Other
G334195,Other
Audi MMI 1304,Car
Br1 (Galaxy S5),Smartphone
EVADE_L,Other
HUAWEI moni,Smartphone
VW_BT_9341,Car
HUAWEI P40 miki,Smartphone
D012,Other
Roberto MI,Other
TV Samsung 7 BAL,TV
HUAWEI Band 4-8E7,Wearable (Fitness Tracker)
HONOR Band 5-B79,Wearable (Fitness Tracker)
CASIO GBA-800,Wearable (Fitness Tracker)
VW BT 8995,Car
Redmi 100100,Smartphone
DP_2_0_TOVHX100001,Other
OFF,Other
Galaxy Watch (A275),Wearable (Fitness Tracker)
HUAWEI WATCH GT 2 Pro-497,Wearable (Fitness Tracker)
Franci ,Other
LAPTOP-OM4CAL2C,Laptop
Galaxy Fitâ (85C6),Wearable (Fitness Tracker)
LCOG-91808915D01,Other
FMBxx_7909765_LE,Other
francesca,Other
S3c401702c0876a76C,Other
angelo gazzaniga,Other
Sc65dec3a32604c3eC,Other
LE-Bose Micro SoundLink di,Bluetooth Speaker
Audi MMI 6353,Car
Galaxy Watch (0100) LE,Wearable (Fitness Tracker)
BT0279,Other
Telefono Mio,Smartphone
PN,Other
KD-75XD8505,Other
Porsche BT 3340,Car
Polar SPD 25F50326,Wearable (Fitness Tracker)
Smart Fede,Other
LAPTOP-2G87A1KP,Laptop
SEAT BT 4766,Car
Altro,Other
Sansung,Other
Soundcore Spirit ,Wearable (Fitness Tracker)
MULTIVAN WALMOS,Car
HUAWEI Y5 2018 ferdi,Smartphone
DP_2_1_TOGKX104075,Other
VW BT 5126,Car
ASUS_X01BDA,Smartphone
ETEOCLE,Other
Galaxy Watch (EB94) LE,Wearable (Fitness Tracker)
SumUp 086,Payment Device
Parrot MKi9200,Other
HUAWEI Band 4 Pro-2FE,Wearable (Fitness Tracker)
HUAWEI WATCH GT-03F,Wearable (Fitness Tracker)
iOBD2 mini,Other
MyMi6BAB0070FEFF,Other
Gheorghe,Other
DP_2_1_TOGKX054867,Other
LAPTOP-83N7V7M7,Laptop
Audi MMI 2248,Car
Baets,Other
DP_2_0_TOVJX518716,Other
VW BT 4521,Car
HUAWEI P30 lite nelly,Smartphone
Redmi fabry79,Smartphone
HUAWEI Alice,Smartphone
VW BT 4727,Car
BT66,Other
Gear S3 (10CE),Wearable (Fitness Tracker)
maxphone,Smartphone
DP_2_1_TOGKY165558,Other
Interphone URBAN,Other
EP1017,Other
HUAWEI P smart Babi,Smartphone
Huawei di Giuseppe,Smartphone
HUAWEI P 30,Smartphone
NB,Other
Echo Show 5-G6P,Other
Camera Cami,Other
Honor View10 Chiara,Smartphone
Skoda BT 2118,Car
iPhone di Utente,Smartphone
Galaxy Fitâ (884A),Wearable (Fitness Tracker)
VW BT 8313,Car
HONOR Band 5-275,Wearable (Fitness Tracker)
