Authority,Status,SubmittedDate,DC_Approved_Date,Final_Approved_Date,Final_Plot_Area,GrossPlotArea,NetPlotArea,Case_Type,Description,Circle,Zone,OrganizationName,District,DesignationName,Lattitude,Longitude,Usage,SubUsage,MaxBuildingHeight,Height,BuiltUpArea,MotagageArea,Units,Postcode
DTCP,Shortfall,18/1/2022,-1900.0,-,55.17,107.29,55.17,New,Building Permission,,,Chityal,Nalgonda,Architect,17.23304619,79.12560362,COMMERCIAL,Shop,6.0,9.6,59.14,3.97,0.0,508113
DTCP,Final Approved,8/6/2022,-2022.0,24/8/2022,5761.79,5761.79,5761.79,New,Layout with Open Plot,,,Mahaboobnagar,Mahaboobnagar,Commissioner,16.71946744,77.98760842,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509001
DTCP,In process,29/5/2023,-1900.0,-,9813.85,9813.85,9813.85,Revision,Building Permission,,,Suryapet,Suryapet,Site Inspection,17.187194,79.602814,RESIDENTIAL,Residential Bldg/Apartment,17.95,17.95,17260.44,870.96,72.0,508376
HMDA,In process,29/5/2023,-1900.0,-,2326.48,2326.48,2326.48,New,Building Permission,,Zone-4 Shankerpally,Tellapur,Sanga Reddy,COMMISSIONER,17.442768,78.282538,Residential,Residential Bldg/Apartment,14.85,17.95,8442.61,555.24,50.0,500107
HMDA,DC Approved,8/6/2022,-2022.0,-,716.16,847.19,716.16,New,Occupancy Certificate,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Architect,17.324991,78.589494,Residential,,14.95,0.0,0.0,0.0,0.0,500070
HMDA,Final Approved,19/1/2022,-2022.0,7/5/2022,532.24,532.24,532.24,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.357494,78.386101,Residential,Residential Bldg/Apartment,14.95,17.45,1468.75,181.04,10.0,500091
HMDA,Final Approved,19/1/2022,-2022.0,16/5/2022,841.42,1039.98,841.42,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.35317602,78.36962341,Commercial,Other Commercial Building,14.95,14.95,2896.87,330.1,0.0,500086
HMDA,Shortfall,8/6/2022,-1900.0,-,5643.79,5643.79,5643.79,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Architect,17.60223447,78.47585913,Commercial,Ware House,10.95,10.95,2794.33,280.25,0.0,501401
DTCP,In process,29/5/2023,-1900.0,-,9469.24,10045.55,9469.24,New,Layout with Open Plot,,,Mahaboobnagar,Mahaboobnagar,District Collector,16.76876519,78.03370462,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509001
DTCP,In process,29/5/2023,-1900.0,-,1692.61,1726.55,1692.61,New,Occupancy Certificate,,,Jagityal,Jagityal,Technical Officer,18.77531448,78.90742255,RESIDENTIAL,,14.95,0.0,2867.2,0.0,0.0,505327
DTCP,Final Approved,29/5/2023,-2023.0,14/6/2023,965.11,993.54,965.11,New,Occupancy Certificate,,,Miryalguda,Nalgonda,Commissioner,16.86978284,79.54893914,RESIDENTIAL,,17.95,0.0,2471.6,0.0,0.0,508200
DTCP,In process,29/5/2023,-1900.0,-,1820.45,1820.45,1820.45,New,Building Permission,,,Ramagundam Municipal Corporation,Peddapally,Technical Officer,18.76628512,79.50415592,RESIDENTIAL,Residential Bldg/Apartment,6.0,9.5,2124.96,157.49,2.0,505209
HMDA,DC Approved,8/6/2022,-2022.0,-,9218.28,10448.05,9218.28,New,Building Permission,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Architect,17.41342231,78.34301664,Residential,Residential Bldg/Apartment,50.95,50.95,59724.25,4204.87,156.0,500032
HMDA,Shortfall,8/6/2022,-1900.0,-,222.96,222.96,222.96,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.51657196,78.33594987,Residential,Residential Bldg/Apartment,12.0,15.0,673.38,53.5,4.0,500050
DTCP,Final Approved,29/5/2023,-2023.0,9/6/2023,1744.01,1743.01,1744.01,New,Occupancy Certificate,,,Siddipet,Siddipet,Commissioner,18.08395672,78.84028234,RESIDENTIAL,,14.5,0.0,4545.16,0.0,0.0,502103
HMDA,Final Approved,29/5/2023,-2023.0,12/6/2023,2242.41,2242.41,2242.41,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.56087561,78.43770286,RESIDENTIAL,,15.0,0.0,2212.41,0.0,0.0,500043
HMDA,Reject,21/1/2022,-1900.0,-,222.83,222.83,222.83,New,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.53013542,78.394925,Residential,Residential Bldg/Apartment,12.0,14.65,692.58,269.19,4.0,501002
HMDA,In process,29/5/2023,-1900.0,-,418.34,418.34,418.34,New,Occupancy Certificate,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Assistant Planning Officer,17.336042,78.389595,Residential,Residential Bldg/Apartment,14.75,0.0,1154.45,123.54,10.0,500086
HMDA,Shortfall,8/6/2022,-1900.0,-,151006.53,151192.36,151006.53,New,Layout with Open Plot,,Zone-3 Shamshabad,Thukkuguda,Ranga Reddy,Architect,17.193341,78.446796,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,501359
DTCP,In process,29/5/2023,-1900.0,-,280.1,334.45,280.1,New,Building Permission,,,Manikonda,Rangareddy,Technical Officer,17.399067,78.36461,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.5,1101.95,99.45,10.0,500089
HMDA,Reject,8/6/2022,-1900.0,-,467.95,467.95,467.95,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.51303854,78.33878332,Residential,Residential Bldg/Apartment,14.99,17.99,1487.6,123.73,15.0,500050
DTCP,Shortfall,8/6/2022,-1900.0,-,378.87,378.87,378.87,New,Building Permission,,,GWMC,Warangal(Urban),Architect,18.01456953,79.55645562,RESIDENTIAL,Residential Bldg/Apartment,14.59,17.93,1312.78,108.7,8.0,506009
DTCP,DC Approved,29/5/2023,-2023.0,-,280.1,334.45,280.1,New,Building Permission,,,Manikonda,Rangareddy,Architect,17.399067,78.36461,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.5,1101.95,99.45,10.0,500089
HMDA,Final Approved,22/1/2022,-2022.0,11/3/2022,456.45,456.45,456.45,Addition/Alteration,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Commissioner,17.542454,78.479045,Residential,Residential Bldg/Apartment,15.0,17.65,562.15,25.24,1.0,500100
DTCP,In process,29/5/2023,-1900.0,-,595.08,651.16,595.08,New,Building Permission,,,GWMC,Warangal(Urban),Technical Officer,17.96778605,79.47390667,RESIDENTIAL,Bungalow,3.6,3.6,44.36,4.46,1.0,506124
DTCP,Final Approved,8/6/2022,-2022.0,15/11/2022,475.79,475.79,475.79,New,Building Permission,,,Kamareddy,Kamareddy,Municipality Commissioner,18.32056894,78.32999726,RESIDENTIAL,Other reseidential Building,11.84,15.1,1292.7,103.4,4.0,503100
DTCP,In process,29/5/2023,-1900.0,-,423.64,423.64,423.64,New,Occupancy Certificate,,,Meerpet Municipal Corporation,Rangareddy,Site Inspection,17.33703163,78.52860476,RESIDENTIAL,,12.0,0.0,0.0,0.0,0.0,500079
DTCP,Final Approved,8/6/2022,-2022.0,6/7/2022,998.71,998.71,998.71,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.372096,78.360902,RESIDENTIAL,Residential Bldg/Apartment,6.3,6.3,328.99,33.71,1.0,500008
HMDA,Reject,25/1/2022,-1900.0,-,442.81,444.78,442.81,Addition/Alteration,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.53124898,78.29823641,Residential,Residential Bldg/Apartment,14.9,17.88,492.08,134.39,1.0,502032
DTCP,In process,29/5/2023,-1900.0,-,24923.08,25403.15,24923.08,New,Layout with Open Plot,,,Adilabad,Adilabad,Technical Officer,19.67762452,78.5568017,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,504001
HMDA,Reject,25/1/2022,-1900.0,-,332.44,334.37,332.44,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Planning Ofcr,17.250823,78.584109,Residential,Residential Bldg/Apartment,14.99,17.99,1253.71,150.11,10.0,501511
HMDA,In process,29/5/2023,-1900.0,-,15406.95,15546.25,15406.95,New,Building Permission,,Zone-3 Shamshabad,Thukkuguda,Ranga Reddy,Assistant Planning Officer,17.21775882,78.47684377,Residential,Hostel,44.95,44.95,92797.46,31886.91,1106.0,
HMDA,Reject,25/1/2022,-1900.0,-,332.44,334.37,332.44,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Planning Ofcr,17.250818,78.584263,Residential,Residential Bldg/Apartment,14.99,17.99,1208.71,150.11,10.0,501511
HMDA,In process,29/5/2023,-1900.0,-,3811.84,4522.26,3811.84,New,Occupancy Certificate,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Junior Planning Officer,17.41222288,78.61312432,Commercial,Services or Repair establishments,6.98,0.0,2085.97,167.85,0.0,500098
HMDA,Final Approved,8/6/2022,-2022.0,25/8/2022,418.06,418.06,418.06,New,Building Permission,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Commissioner,17.38563433,78.33961701,Residential,Residential Bldg/Apartment,11.95,14.95,1127.82,89.43,4.0,500075
DTCP,Reject,27/1/2022,-1900.0,-,608.46,608.46,608.46,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Commissioner,18.41562446,78.82602137,RESIDENTIAL,Bungalow,9.15,9.15,881.67,90.5,3.0,505301
DTCP,In process,30/5/2023,-1900.0,-,417.01,417.01,417.01,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Technical Officer,18.39267571,78.81155496,MEDICAL,Nursing Home,11.4,14.8,751.38,62.36,0.0,505301
DTCP,Reject,9/6/2022,-1900.0,-,998.06,1212.73,998.06,New,Building Permission,,,Bandlaguda Jagir Municipal Corporation,Rangareddy,Commissioner,17.36893634,78.38964035,RESIDENTIAL,Residential Bldg/Apartment,14.5,17.6,3175.97,217.66,30.0,500031
HMDA,Reject,28/1/2022,-1900.0,-,422.68,654.94,422.68,New,Building Permission,,Zone-3 Shamshabad,Shadnagar,Ranga Reddy,Planning Ofcr,17.06410766,78.20553473,Residential,Bungalow,15.0,17.9,1063.9,88.58,5.0,509216
DTCP,Shortfall,30/5/2023,-1900.0,-,17254.65,17390.94,17254.65,Revision,Layout with Open Plot,,,Miryalguda,Nalgonda,Architect,16.84626207,79.57010239,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508207
HMDA,Shortfall,9/6/2022,-1900.0,-,489.26,489.26,489.26,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.52756043,78.32548216,Residential,Residential Bldg/Apartment,14.5,17.85,1672.94,142.02,15.0,502325
DTCP,In process,30/5/2023,-1900.0,-,22679.68,23736.65,22679.68,New,Layout with Open Plot,,,GWMC,Warangal(Urban),Technical Officer,17.91501441,79.59146576,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506166
HMDA,Final Approved,9/6/2022,-2022.0,19/12/2022,168.02,168.02,168.02,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Commissioner,17.39488946,78.60027087,Residential,Residential Bldg/Apartment,11.6,15.01,576.66,49.03,4.0,500098
DTCP,In process,30/5/2023,-1900.0,-,668.88,668.73,668.88,New,Occupancy Certificate,,,Mancherial,Mancherial,Site Inspection,18.894631,79.435942,RESIDENTIAL,,14.44,0.0,0.0,0.0,0.0,504209
DTCP,In process,30/5/2023,-1900.0,-,668.88,668.73,668.88,New,Occupancy Certificate,,,Mancherial,Mancherial,Site Inspection,18.894631,79.435942,RESIDENTIAL,,14.44,0.0,0.0,0.0,0.0,504209
DTCP,Final Approved,9/6/2022,-2022.0,17/6/2022,516.98,560.59,516.98,New,Building Permission,,,Siddipet,Siddipet,Commissioner,18.08277715,78.86123484,MEDICAL,Clinic,11.0,14.1,1264.17,105.43,0.0,502103
HMDA,DC Approved,30/5/2023,-2023.0,-,738.04,743.1,738.04,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Architect,17.547964,78.395245,Residential,Residential Bldg/Apartment,14.5,0.0,2099.1,214.8,20.0,500090
HMDA,In process,30/5/2023,-1900.0,-,222.95,222.95,222.95,New,Occupancy Certificate,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Assistant Planning Officer,17.51795872,78.34117149,Residential,Residential Bldg/Apartment,11.95,0.0,543.68,82.86,4.0,500050
DTCP,In process,30/5/2023,-1900.0,-,697.28,697.28,697.28,New,Occupancy Certificate,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Site Inspection,17.238346,80.166976,RESIDENTIAL,,14.95,0.0,0.0,0.0,0.0,507002
HMDA,Final Approved,22/2/2022,-2022.0,22/6/2022,446.4,446.4,446.4,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.36191053,78.39259367,Residential,Residential Bldg/Apartment,15.0,17.95,1488.31,126.62,10.0,500091
HMDA,Reject,9/6/2022,-1900.0,-,1672.94,1672.94,1672.94,New,Building Permission,,Zone-4 Shankerpally,Tellapur,Sanga Reddy,Planning Ofcr,17.46212032,78.28959993,Commercial,Bank,14.99,14.99,6888.65,452.06,0.0,500107
HMDA,DC Approved,9/6/2022,-2022.0,-,677.1,677.1,677.1,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Architect,17.36232769,78.39509113,Residential,Residential Bldg/Apartment,15.0,17.9,1967.6,166.17,15.0,500091
HMDA,In process,30/5/2023,-1900.0,-,832.57,836.0,832.57,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,COMMISSIONER,17.54466689,78.39453626,Residential,Residential Bldg/Apartment,15.0,0.0,1858.25,285.14,20.0,500090
DTCP,In process,30/5/2023,-1900.0,-,413.82,413.82,413.82,New,Building Permission,,,Peerzadiguda,Medchal-Malkajgiri,Technical Officer,17.39917209,78.59199688,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.0,1103.24,88.0,8.0,500098
DTCP,Shortfall,9/6/2022,-1900.0,-,557.16,588.47,557.16,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.262508,80.15013778,COMMERCIAL,Shop,14.85,14.85,1648.13,117.89,0.0,507002
DTCP,Final Approved,9/6/2022,-2022.0,3/8/2022,985.14,1061.22,985.14,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,18.03706912,79.58891815,RESIDENTIAL,Bungalow,3.6,3.6,55.77,5.7,1.0,506011
HMDA,In process,30/5/2023,-1900.0,-,6712.85,6949.26,6712.85,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,COMMISSIONER,17.5978277,78.4726262,Assembly,Marriage Hall,6.99,6.99,2622.09,268.01,0.0,501401
DTCP,Reject,1/2/2022,-1900.0,-,214.43,214.43,214.43,New,Building Permission,,,Peddapally,Peddapally,Commissioner,18.60929394,79.37535483,COMMERCIAL,Shop,9.47,12.22,388.2,0.0,0.0,505100
DTCP,Shortfall,9/6/2022,-1900.0,-,404.57,404.57,404.57,New,Building Permission,,,Alampur,Jogulamba-Gadwal,Architect,15.88230784,78.12461482,STORAGE,Godown,5.1,5.1,17.96,4.5,0.0,509152
DTCP,Final Approved,9/6/2022,-2022.0,13/12/2022,495.72,498.19,495.72,New,Building Permission,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.53276095,78.39095582,RESIDENTIAL,Residential Bldg/Apartment,11.92,14.87,1398.58,111.54,8.0,500090
HMDA,Final Approved,2/2/2022,-2022.0,2/6/2022,334.45,334.45,334.45,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Commissioner,17.55243175,78.4791792,Residential,Residential Bldg/Apartment,14.75,17.75,1127.1,92.17,5.0,500014
HMDA,Shortfall,30/5/2023,-1900.0,-,418.0,418.0,418.0,New,Building Permission,,Zone-1 Medchal,Thumkunta,Medchal-Malkajgiri,Architect,17.56870658,78.55355482,Residential,Residential Bldg/Apartment,14.98,17.93,1369.48,115.0,10.0,500078
DTCP,Final Approved,3/2/2022,-2022.0,30/4/2022,315.79,315.79,315.79,New,Building Permission,,,GADWAL,Jogulamba-Gadwal,Commissioner,16.23911958,77.80342525,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.0,839.13,88.88,8.0,509100
DTCP,Shortfall,9/6/2022,-1900.0,-,12933.27,12933.27,12933.27,New,Layout with Open Plot,,,Nizamabad,Nizamabad,Architect,18.70869321,78.11200587,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,503003
DTCP,Shortfall,9/6/2022,-1900.0,-,3483.36,4076.8,3483.36,New,Building Permission,,,GWMC,Warangal(Urban),Architect,18.04218264,79.47438039,RESIDENTIAL,Bungalow,3.7,3.7,117.18,12.16,1.0,506370
DTCP,Final Approved,9/6/2022,-2022.0,6/7/2022,334.37,334.37,334.37,New,Building Permission,,,Tellapur,Sangareddy,Commissioner,17.473927,78.296317,RESIDENTIAL,Residential Bldg/Apartment,11.96,14.71,921.75,74.0,8.0,500019
DTCP,Final Approved,9/2/2022,-2022.0,17/5/2022,98.84,145.25,98.84,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.68814369,78.11991615,COMMERCIAL,Commerical Bldg,6.0,9.55,231.26,15.12,0.0,503003
DTCP,In process,30/5/2023,-1900.0,-,195.71,195.71,195.71,New,Building Permission,,,Tandur,Vikarabad,Technical Officer,17.264692,77.581766,COMMERCIAL,Other Commerical Building,6.0,8.8,386.6,24.77,0.0,501141
DTCP,Final Approved,9/2/2022,-2022.0,25/4/2022,88.34,134.74,88.34,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.68811946,78.11993833,COMMERCIAL,Commerical Bldg,6.0,9.55,194.4,13.02,0.0,503003
HMDA,Reject,10/2/2022,-1900.0,-,390.12,390.12,390.12,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Planning Ofcr,17.40239287,78.59534355,Residential,Residential Bldg/Apartment,12.0,15.0,1166.1,135.84,8.0,500098
DTCP,DC Approved,30/5/2023,-2023.0,-,743.93,748.0,743.93,New,Building Permission,,,Shamshabad,Rangareddy,Architect,17.2747737,78.37449456,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.95,2207.4,183.19,20.0,500058
HMDA,Final Approved,12/2/2022,-2022.0,6/6/2022,253.49,255.42,253.49,New,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Commissioner,17.53688535,78.48099264,Residential,Residential Bldg/Apartment,11.9,14.8,814.08,66.96,4.0,500100
HMDA,Shortfall,9/6/2022,-1900.0,-,585.03,585.03,585.03,New,Building Permission,,Zone-4 Shankerpally,Shankarpally,Ranga Reddy,Architect,17.45148521,78.14241613,Residential,Residential Bldg/Apartment,14.99,17.99,1702.47,211.01,15.0,502201
HMDA,DC Approved,19/2/2022,-2022.0,-,702.35,702.35,702.35,New,Building Permission,,Zone-3 Shamshabad,Shadnagar,Ranga Reddy,Architect,17.056037,78.202528,Residential,Residential Bldg/Apartment,14.83,17.9,2042.59,295.51,15.0,509216
HMDA,Shortfall,30/5/2023,-1900.0,-,30048.74,30150.27,30048.74,New,Layout with Open Plot,,Zone-2 Ghatkesar,Choutuppal,Yadadri-Bhuvanagiri,Architect,17.26130903,78.89533314,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508252
DTCP,Final Approved,9/6/2022,-2022.0,13/7/2022,1846.62,1852.69,1846.62,New,Layout with Open Plot,,,Nagarkurnool,Nagarkurnool,Commissioner,16.47645564,78.31738458,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
DTCP,Final Approved,9/6/2022,-2022.0,24/6/2022,418.03,418.03,418.03,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.384511,78.338425,RESIDENTIAL,Residential Bldg/Apartment,11.99,14.99,1169.12,107.67,8.0,500075
HMDA,Reject,23/2/2022,-1900.0,-,515.75,588.98,515.75,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Planning Ofcr,17.937647,79.835483,Residential,Residential Bldg/Apartment,14.95,17.95,1445.9,132.85,15.0,506132
DTCP,Final Approved,9/6/2022,-2022.0,22/6/2022,1302.61,1302.61,1302.61,New,Building Permission,,,Nalgonda,Nalgonda,Commissioner,17.07237992,79.28414003,RESIDENTIAL,Residential Bldg/Apartment,15.0,18.35,3569.82,293.89,24.0,508001
DTCP,Shortfall,24/2/2022,-1900.0,-,791.46,963.24,791.46,New,Building Permission,,,Narayankhed,Sangareddy,Architect,18.03652847,77.77887618,RESIDENTIAL,Other reseidential Building,8.85,11.8,1615.42,135.21,2.0,502286
DTCP,In process,30/5/2023,-1900.0,-,3959.39,3991.93,3959.39,New,Building Permission,,,Narayanapet,NARAYANAPET,Site Inspection,16.74353162,77.48664643,ASSEMBLY,Marriage Hall,5.63,5.63,1937.11,194.2,0.0,509210
HMDA,Shortfall,9/6/2022,-1900.0,-,1736.92,1765.16,1736.92,New,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Architect,17.51509797,78.39928725,Residential,Residential Bldg/Apartment,18.0,18.0,4795.5,513.52,36.0,501002
HMDA,In process,30/5/2023,-1900.0,-,3754.57,4046.55,3754.57,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Junior Planning Officer,17.30627671,78.58985976,Residential,Residential Bldg/Apartment,20.65,28.75,17760.71,1133.75,77.0,501511
DTCP,Reject,9/3/2022,-1900.0,-,583.14,585.29,583.14,New,Building Permission,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.523959,78.395062,RESIDENTIAL,Residential Bldg/Apartment,8.95,11.95,1236.01,92.91,1.0,501002
HMDA,In process,30/5/2023,-1900.0,-,334.32,334.32,334.32,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,COMMISSIONER,17.31996028,78.62828673,Residential,Residential Bldg/Apartment,14.9,17.88,1164.69,99.48,10.0,501505
DTCP,In process,30/5/2023,-1900.0,-,322.06,325.24,322.06,New,Occupancy Certificate,,,Turkayamjal,Rangareddy,Site Inspection,17.29666032,78.59008459,RESIDENTIAL,All types of residential buildings,15.0,0.0,1073.3,0.0,10.0,501511
HMDA,Final Approved,9/6/2022,-2022.0,29/7/2022,557.61,557.61,557.61,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.54628,78.389107,Residential,,14.5,0.0,0.0,0.0,0.0,500090
DTCP,Reject,7/4/2022,-1900.0,-,537.15,539.4,537.15,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.86441195,79.44436358,RESIDENTIAL,Residential Bldg/Apartment,11.74,14.99,1293.21,111.65,4.0,504200
DTCP,In process,30/5/2023,-1900.0,-,897.04,897.04,897.04,Revision,Building Permission,,,Siddipet,Siddipet,TPO,18.08594989,78.85662954,RESIDENTIAL,Residential Bldg/Apartment,14.6,14.6,2410.54,186.67,4.0,502103
HMDA,Reject,19/4/2022,-1900.0,-,685.39,733.65,685.39,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Planning Ofcr,17.28149027,78.58904855,Residential,Residential Bldg/Apartment,14.99,17.49,2172.51,0.0,20.0,501511
DTCP,Reject,9/6/2022,-1900.0,-,704.22,729.13,704.22,New,Occupancy Certificate,,,Suryapet,Suryapet,Commissioner,17.14575848,79.62648279,RESIDENTIAL,,14.99,0.0,0.0,0.0,0.0,508213
HMDA,Final Approved,28/4/2022,-2022.0,15/6/2022,418.06,418.06,418.06,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.34582389,78.38611272,Residential,Residential Bldg/Apartment,11.95,14.95,1176.04,141.54,8.0,500086
DTCP,In process,30/5/2023,-1900.0,-,448.16,501.26,448.16,Revision,Building Permission,,,Siddipet,Siddipet,Technical Officer,18.08391996,78.85613243,RESIDENTIAL,Residential Bldg/Apartment,11.6,14.5,1018.58,86.3,2.0,502103
DTCP,Reject,28/4/2022,-1900.0,-,380.78,399.35,380.78,Revision,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.67559128,78.10169994,COMMERCIAL,Other Commerical Building,12.0,15.6,1054.24,90.8,0.0,503001
DTCP,Final Approved,9/6/2022,-2022.0,15/2/2023,1310.2,1310.2,1310.2,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Commissioner,18.39759839,78.79962761,RESIDENTIAL,Bungalow,4.0,4.0,600.24,48.16,1.0,505301
DTCP,In process,30/5/2023,-1900.0,-,416.07,418.0,416.07,New,Building Permission,,,Manikonda,Rangareddy,Site Inspection,17.394342,78.377579,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.5,1395.0,118.73,10.0,500089
DTCP,Reject,9/6/2022,-1900.0,-,750.31,752.24,750.31,New,Building Permission,,,Amangal,Rangareddy,Commissiomer,16.98903503,78.47376076,RESIDENTIAL,Bungalow,6.44,6.44,434.96,49.59,1.0,
HMDA,In process,30/5/2023,-1900.0,-,222.97,222.97,222.97,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.51719574,78.33567794,Residential,Residential Bldg/Apartment,11.98,14.73,682.16,55.28,4.0,500050
